Site,1,2,3,4,5,6,7
Warm Springs Hunt 3B,0,0,0,0,0,0,0
Warm Springs Hunt 3C,0,0,0,0,0,0,0
Warm Springs Hunt 4B,0,0,0,0,0,0,0
Warm Springs Hunt 5A,0,0,0,0,0,0,0
Warm Springs Hunt 5B,0,0,0,0,0,0,0
Warm Springs Hunt 5C,0,0,0,0,0,0,0
Warm Springs Hunt 6B,0,0,0,0,0,0,0
Warm Springs Hunt 7A,1,0,0,0,0,1,1
Warm Springs Hunt 7B,0,1,0,0,0,0,0
Warm Springs Hunt 7C,0,0,0,0,0,0,0
Warm Springs Hunt 8A,1,0,0,0,0,0,1
Warm Springs Hunt 8B,0,0,0,0,0,0,0
Warm Springs Hunt 8C,0,0,0,0,0,0,0
Warm Springs Hunt 9A,0,0,0,0,0,0,0
Warm Springs Hunt 9C,0,0,0,0,0,0,0
Warm Springs Non-Hunt 40A,1,1,1,1,1,1,1
Warm Springs Non-Hunt 40C,0,0,0,0,0,0,0
Warm Springs Non-Hunt 41A,0,0,0,1,0,0,1
Warm Springs Non-Hunt 42A,0,1,1,1,0,1,0
Warm Springs Non-Hunt 43A,0,0,0,0,0,0,0
Warm Springs Non-Hunt 43C,0,0,0,0,0,0,0
Warm Springs Non-Hunt 44A,0,0,1,0,0,0,0
Warm Springs Non-Hunt 44B,0,0,0,0,0,1,0
Warm Springs Non-Hunt 44C,0,0,0,0,0,0,0
Warm Springs Non-Hunt 45A,0,0,1,0,1,1,0
Warm Springs Non-Hunt 45B,0,0,0,0,0,0,1
Warm Springs Non-Hunt 45C,0,0,0,0,0,0,0
Warm Springs Non-Hunt 46A,1,0,0,1,0,0,0
Warm Springs Non-Hunt 46B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 46C,0,0,0,0,1,0,0
Warm Springs Non-Hunt 47A,0,0,1,1,0,0,0
Warm Springs Non-Hunt 47B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 47C,0,0,0,0,0,0,1
Warm Springs Non-Hunt 48A,0,1,0,0,1,0,1
Warm Springs Non-Hunt 48B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 48C,0,0,0,0,0,0,0
Warm Springs Non-Hunt 49A,0,0,0,0,1,1,0
Warm Springs Non-Hunt 49B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 49C,0,0,0,0,0,0,0
Warm Springs Non-Hunt 50A,1,0,0,0,0,0,0
Warm Springs Non-Hunt 50B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 50C,0,0,0,0,0,0,0
Warm Springs Non-Hunt 51A,0,0,0,0,0,0,0
Warm Springs Non-Hunt 51B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 51C,0,1,0,0,0,0,0
Warm Springs Non-Hunt 52A,1,1,1,0,0,1,0
Warm Springs Non-Hunt 52B,1,0,0,0,0,0,0
Warm Springs Non-Hunt 53A,0,0,0,0,0,0,1
Warm Springs Non-Hunt 53B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 53C,0,0,0,0,0,0,0
Warm Springs Non-Hunt 54A,0,0,0,0,0,0,0
Warm Springs Non-Hunt 54B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 54C,0,0,1,0,0,0,0
Warm Springs Non-Hunt 55A,1,0,1,1,0,0,0
Warm Springs Non-Hunt 55C,0,0,0,0,0,0,0
Warm Springs Non-Hunt 56A,0,0,0,0,0,0,1
Warm Springs Non-Hunt 56C,0,0,0,0,0,0,0
Warm Springs Non-Hunt 57A,0,0,0,0,0,0,1
Warm Springs Non-Hunt 57B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 58A,0,0,0,0,0,0,0
Warm Springs Non-Hunt 58B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 59A,0,0,0,0,0,0,0
Warm Springs Non-Hunt 59B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 59C,0,0,0,0,0,0,0
Warm Springs Non-Hunt 60A,0,0,0,0,0,0,0
Warm Springs Non-Hunt 60B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 60C,1,0,0,0,0,0,0
Warm Springs Non-Hunt 61A,0,0,0,0,0,0,0
Warm Springs Non-Hunt 61B,0,0,0,0,0,1,0
Warm Springs Non-Hunt 62A,0,0,0,0,0,0,0
Warm Springs Non-Hunt 62B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 62C,0,0,0,0,0,0,0
Warm Springs Non-Hunt 63A,0,0,0,0,0,0,0
Warm Springs Non-Hunt 63B,0,0,0,0,0,0,0
Warm Springs Non-Hunt 63C,0,0,0,0,0,0,1
Weymouth Woods 11A,0,0,0,0,0,0,0
Weymouth Woods 11B,0,0,0,0,0,0,0
Weymouth Woods 11C,0,0,0,0,0,0,0
Weymouth Woods 12A,0,0,0,0,0,0,0
Weymouth Woods 12B,0,0,0,0,0,0,0
Weymouth Woods 12C,0,0,0,0,0,0,0
Weymouth Woods 13A,0,0,0,0,0,0,0
Weymouth Woods 13B,0,0,0,0,0,0,0
Weymouth Woods 13C,0,0,0,0,0,0,0
Weymouth Woods 15A,0,0,0,0,0,0,0
Weymouth Woods 15B,0,0,0,0,0,0,0
Weymouth Woods 16A,0,0,0,0,0,0,0
Weymouth Woods 16B,0,0,0,0,0,0,0
Weymouth Woods 16C,0,0,0,0,0,0,0
Weymouth Woods 17B,0,0,0,0,0,0,0
Weymouth Woods 17C,0,0,0,0,0,0,0
Weymouth Woods 18A,0,0,0,0,0,0,0
Weymouth Woods 18B,0,0,0,0,0,0,0
Weymouth Woods 18C,0,0,0,0,0,0,0
Weymouth Woods 19B,0,0,0,0,0,0,0
Weymouth Woods 1A,0,0,0,0,0,0,0
Weymouth Woods 1B,0,0,0,0,0,0,0
Weymouth Woods 1C,0,0,0,0,0,0,0
Weymouth Woods 20A,0,0,0,0,0,0,0
Weymouth Woods 20B,0,0,0,0,0,0,0
Weymouth Woods 20C,0,0,0,0,0,0,0
Weymouth Woods 21A,0,0,0,0,0,0,0
Weymouth Woods 21B,0,0,0,0,0,0,0
Weymouth Woods 21C,0,0,0,0,0,0,0
Weymouth Woods 23A,0,0,0,0,0,0,0
Weymouth Woods 23B,0,0,0,0,0,0,0
Weymouth Woods 23C,0,0,0,0,0,0,0
Weymouth Woods 24A,0,0,0,0,0,0,0
Weymouth Woods 24B,0,0,0,0,0,0,0
Weymouth Woods 24C,0,0,0,0,0,0,0
Weymouth Woods 2A,0,0,0,0,0,0,0
Weymouth Woods 2B,0,0,0,0,0,0,0
Weymouth Woods 2C,0,0,0,0,0,0,0
Weymouth Woods 3A,0,0,0,0,0,0,0
Weymouth Woods 3B,0,0,0,0,0,0,0
Weymouth Woods 3C,0,0,0,0,0,0,0
Weymouth Woods 4A,0,0,0,0,0,0,0
Weymouth Woods 4B,0,0,0,0,0,0,0
Weymouth Woods 4C,0,0,0,0,0,0,0
Weymouth Woods 5A,0,0,0,0,0,0,0
Weymouth Woods 5B,0,0,0,0,0,0,0
Weymouth Woods 5C,0,0,0,0,0,0,0
Weymouth Woods 7A,0,0,0,0,0,0,0
Weymouth Woods 7C,0,0,0,0,0,0,0
Weymouth Woods 8A,0,0,0,0,0,0,0
Weymouth Woods 8B,0,0,0,0,0,0,0
Weymouth Woods 8C,0,0,0,0,0,0,0
Weymouth Woods 9A,0,0,0,0,0,0,0
Weymouth Woods 9B,0,0,0,0,0,0,0
Weymouth Woods 9C,0,0,0,0,0,0,0
Wintergreen 10A,0,0,0,1,0,0,0
Wintergreen 10B,0,0,0,0,0,0,0
Wintergreen 10C,0,0,0,0,0,0,0
Wintergreen 12A,0,0,0,0,0,0,0
Wintergreen 12B,0,0,0,0,0,0,0
Wintergreen 12C,0,0,0,0,0,0,0
Wintergreen 14A,0,0,0,1,0,0,0
Wintergreen 14C,0,0,0,0,0,0,0
Wintergreen 15A,0,0,1,1,1,1,0
Wintergreen 15B,1,0,0,0,0,0,0
Wintergreen 15C,0,0,0,0,0,0,0
Wintergreen 16A,1,1,0,1,1,0,0
Wintergreen 16B,0,0,0,0,0,0,0
Wintergreen 17A,0,0,0,0,0,0,1
Wintergreen 17B,0,0,0,0,0,0,0
Wintergreen 17C,0,0,0,0,0,0,0
Wintergreen 20A,0,0,0,0,0,0,1
Wintergreen 20B,0,0,0,0,0,0,0
Wintergreen 21A,0,0,0,0,0,0,0
Wintergreen 21C,0,0,0,0,0,0,0
Wintergreen 23A,1,1,0,0,0,1,1
Wintergreen 23B,0,0,0,0,0,0,0
Wintergreen 24A,1,1,1,1,0,1,1
Wintergreen 24B,0,0,0,0,0,0,0
Wintergreen 24C,0,0,0,0,0,0,0
Wintergreen 25A,0,1,0,1,0,0,1
Wintergreen 25B,0,0,0,0,0,0,0
Wintergreen 25C,0,0,0,0,0,0,0
Wintergreen 28A,0,0,0,0,0,1,0
Wintergreen 28B,0,0,0,0,0,0,0
Wintergreen 28C,0,0,0,0,0,0,0
Wintergreen 29A,0,0,0,0,0,0,1
Wintergreen 29C,0,0,0,0,0,0,0
Wintergreen 30A,0,0,0,1,0,0,1
Wintergreen 30B,0,0,0,0,0,0,0
Wintergreen 30C,0,0,0,0,0,0,1
Wintergreen 31A,0,1,0,0,0,0,1
Wintergreen 32B,0,0,0,0,0,0,0
Wintergreen 33A,1,1,0,0,1,1,1
Wintergreen 3A,0,0,0,0,0,0,0
Wintergreen 3B,0,0,0,0,0,0,0
Wintergreen 3C,0,0,0,0,0,0,0
Wintergreen 4A,0,0,0,0,0,0,0
Wintergreen 4B,0,0,0,0,0,0,0
Wintergreen 4C,0,0,0,0,0,0,0
Wintergreen 5A,1,0,1,0,0,0,0
Wintergreen 5B,0,0,0,0,0,0,0
Wintergreen 5C,0,0,0,0,0,0,0
Wintergreen 7A,0,1,0,0,0,0,1
Wintergreen 7B,0,0,0,0,0,0,0
Wintergreen 7C,0,0,0,0,0,0,0
Wintergreen 8A,0,0,0,0,0,0,0
Wintergreen 8B,0,0,0,0,0,0,0
Wintergreen 8C,0,0,0,0,0,0,0
Wintergreen 9A,1,0,0,0,0,1,0
